src_ip,dst_ip,src_port,dst_port,bytes,protocol,label
192.168.1.47,172.16.0.20,63166,80,59,17,1
10.0.0.101,172.16.0.20,40706,80,697,6,1
192.168.1.44,8.8.8.8,53455,80,806,6,1
192.168.1.23,151.101.1.69,59285,21,4569,6,0
192.168.1.13,1.1.1.1,7813,22,4834,6,0
10.0.0.115,1.1.1.1,52072,80,718,6,1
192.168.1.19,1.1.1.1,51191,53,1024,6,0
192.168.1.48,172.16.0.30,39214,80,1258,6,0
10.0.0.110,172.16.0.20,53810,50101,76,6,1
192.168.1.26,172.16.0.10,45431,22,4577,6,0
192.168.1.35,104.244.42.1,50391,80,1665,6,0
192.168.1.21,151.101.1.69,64744,80,2921,6,0
192.168.1.37,172.16.0.30,60375,443,340,6,1
192.168.1.41,172.16.0.30,15291,22,579,6,0
10.0.0.118,172.16.0.30,46282,80,411,6,1
192.168.1.27,172.16.0.30,7722,22,859,6,0
192.168.1.34,1.1.1.1,42380,8080,1802,6,1
192.168.1.21,8.8.8.8,32756,53,2365,6,0
192.168.1.28,104.244.42.1,16698,25,2635,6,0
192.168.1.46,172.16.0.30,9100,80,31,6,1
10.0.0.113,172.16.0.30,1556,8080,2704,6,1
192.168.1.21,104.244.42.1,20733,443,1282,6,0
192.168.1.44,172.16.0.10,20018,80,412,17,1
10.0.0.112,172.16.0.30,65033,55701,62,6,1
192.168.1.24,8.8.8.8,50541,53,1220,6,0
10.0.0.109,172.16.0.20,32209,6667,685,6,1
192.168.1.47,172.16.0.30,41949,53,2865,6,0
192.168.1.24,8.8.8.8,4052,80,2105,6,0
192.168.1.17,172.16.0.10,34954,21,3270,6,0
10.0.0.111,172.16.0.30,50729,101,64,6,1
10.0.0.111,172.16.0.10,13677,21,58,6,1
10.0.0.107,104.244.42.1,42486,22,92,6,1
10.0.0.109,172.16.0.30,32978,80,180,6,1
192.168.1.47,151.101.1.69,41723,25,593,6,0
192.168.1.35,172.16.0.30,56833,443,188,17,1
192.168.1.43,1.1.1.1,13888,22,4612,6,0
192.168.1.19,1.1.1.1,49847,443,4698,6,0
192.168.1.40,1.1.1.1,29265,80,1197,6,0
192.168.1.18,8.8.8.8,35017,6667,650,6,1
192.168.1.49,151.101.1.69,33418,80,2762,6,0
192.168.1.30,172.16.0.10,25433,80,260,6,1
10.0.0.116,172.16.0.20,63842,8080,1755,6,1
192.168.1.20,1.1.1.1,22282,80,559,6,0
192.168.1.48,172.16.0.30,31318,443,3208,6,0
192.168.1.32,104.244.42.1,58042,53,2988,6,0
10.0.0.114,8.8.8.8,50163,8401,90,6,1
10.0.0.112,172.16.0.20,61782,6667,549,6,1
10.0.0.108,172.16.0.10,63978,8080,794,6,1
10.0.0.103,8.8.8.8,26494,6667,776,6,1
192.168.1.13,172.16.0.20,31357,443,238,17,1
192.168.1.26,172.16.0.30,20582,53,4258,6,0
192.168.1.41,8.8.8.8,11178,443,732,6,0
192.168.1.48,151.101.1.69,52563,53,2669,6,0
10.0.0.117,172.16.0.30,57757,443,327,6,1
192.168.1.15,1.1.1.1,46360,21,2093,6,0
192.168.1.18,172.16.0.20,23298,21,4259,6,0
10.0.0.102,172.16.0.30,64257,4301,43,6,1
10.0.0.109,8.8.8.8,36518,8080,1251,6,1
10.0.0.106,151.101.1.69,9661,8080,580,6,1
192.168.1.28,172.16.0.10,43999,6667,603,6,1
192.168.1.17,1.1.1.1,56412,21,4695,6,0
192.168.1.15,172.16.0.20,47999,80,183,17,1
10.0.0.119,172.16.0.10,53065,17901,40,6,1
192.168.1.41,1.1.1.1,55728,21,4052,6,0
192.168.1.13,172.16.0.10,3688,8080,851,6,1
192.168.1.45,8.8.8.8,22556,443,1308,6,0
10.0.0.118,8.8.8.8,54813,55901,88,6,1
192.168.1.35,93.184.216.34,1936,21,2266,6,0
192.168.1.13,172.16.0.20,48748,21,2879,6,0
192.168.1.25,172.16.0.10,14333,443,327,6,1
10.0.0.110,1.1.1.1,52483,443,400,6,1
192.168.1.12,172.16.0.20,19710,80,327,6,1
192.168.1.37,172.16.0.30,7747,22,755,6,0
10.0.0.103,172.16.0.30,48498,443,2530,6,1
192.168.1.17,93.184.216.34,19586,80,4958,6,0
192.168.1.31,172.16.0.30,2423,80,1911,6,1
192.168.1.46,172.16.0.10,3660,25,1535,6,0
192.168.1.45,93.184.216.34,57500,21,446,6,0
10.0.0.119,151.101.1.69,7793,21,58,6,1
10.0.0.103,172.16.0.20,49554,4501,55,6,1
192.168.1.29,104.244.42.1,17519,22,2120,6,0
192.168.1.36,172.16.0.10,32020,53,3223,6,0
10.0.0.103,104.244.42.1,25257,21,94,6,1
10.0.0.101,8.8.8.8,50938,15701,63,6,1
10.0.0.105,1.1.1.1,65211,21,101,6,1
192.168.1.32,172.16.0.30,7409,80,398,17,1
192.168.1.11,172.16.0.30,50989,53,2631,6,0
192.168.1.14,172.16.0.10,48908,80,201,6,1
192.168.1.17,1.1.1.1,18901,443,3780,6,0
10.0.0.103,1.1.1.1,63960,21201,59,6,1
10.0.0.118,93.184.216.34,52866,22,296,6,1
192.168.1.49,104.244.42.1,10073,53,4349,6,0
192.168.1.13,172.16.0.30,4285,25,768,6,0
192.168.1.25,1.1.1.1,47786,80,2440,6,0
10.0.0.102,172.16.0.10,59372,35601,61,6,1
10.0.0.115,151.101.1.69,37402,443,599,6,1
192.168.1.17,1.1.1.1,15497,25,1895,6,0
192.168.1.48,8.8.8.8,37205,443,2734,6,0
192.168.1.43,93.184.216.34,36680,25,4256,6,0
10.0.0.114,172.16.0.20,38899,8080,2031,6,1
192.168.1.20,172.16.0.30,59883,8080,1676,6,1
10.0.0.106,1.1.1.1,8495,443,411,6,1
10.0.0.102,8.8.8.8,60952,52301,43,6,1
192.168.1.21,172.16.0.20,27796,80,3790,6,0
192.168.1.42,151.101.1.69,6897,80,2999,6,0
192.168.1.32,151.101.1.69,34773,22,4701,6,0
192.168.1.41,104.244.42.1,61589,53,4724,6,0
192.168.1.41,8.8.8.8,39627,8080,1926,6,1
192.168.1.18,151.101.1.69,12875,443,1456,6,0
192.168.1.34,104.244.42.1,10695,443,145,6,0
192.168.1.10,93.184.216.34,8355,80,3073,6,0
192.168.1.43,1.1.1.1,64202,53,355,6,0
10.0.0.106,172.16.0.20,64669,8301,94,6,1
192.168.1.29,151.101.1.69,59981,21,4339,6,0
192.168.1.35,93.184.216.34,3780,22,2456,6,0
192.168.1.22,93.184.216.34,29993,53,522,6,0
192.168.1.42,151.101.1.69,49760,443,3988,6,0
192.168.1.39,1.1.1.1,48257,53,1038,6,0
192.168.1.49,172.16.0.30,30351,6697,506,6,1
10.0.0.115,93.184.216.34,11207,443,2769,6,1
192.168.1.14,1.1.1.1,47673,443,1526,6,0
192.168.1.33,93.184.216.34,9528,25,806,6,0
192.168.1.13,172.16.0.20,49434,25,405,6,0
192.168.1.31,172.16.0.30,44963,53,3568,6,0
10.0.0.113,8.8.8.8,55196,41401,51,6,1
192.168.1.27,8.8.8.8,37173,80,143,6,1
192.168.1.28,172.16.0.20,24296,8080,1165,6,1
10.0.0.110,172.16.0.30,56806,27801,44,6,1
192.168.1.42,104.244.42.1,54030,443,1022,6,0
192.168.1.34,172.16.0.20,45171,6667,849,6,1
192.168.1.15,8.8.8.8,26550,80,354,17,1
192.168.1.38,1.1.1.1,43521,8080,1589,6,1
192.168.1.28,151.101.1.69,64114,443,1408,6,0
192.168.1.35,93.184.216.34,62558,25,3095,6,0
192.168.1.24,172.16.0.10,42383,53,582,6,0
10.0.0.106,172.16.0.30,58294,8080,2344,6,1
192.168.1.35,172.16.0.30,50580,80,286,6,0
192.168.1.49,1.1.1.1,55663,25,103,6,0
192.168.1.33,8.8.8.8,1787,80,339,6,1
192.168.1.41,1.1.1.1,43913,443,55,6,1
192.168.1.44,151.101.1.69,43944,21,911,6,0
192.168.1.36,1.1.1.1,59218,443,361,17,1
192.168.1.34,151.101.1.69,39827,80,2089,6,0
192.168.1.23,93.184.216.34,56541,21,3139,6,0
192.168.1.28,172.16.0.10,8037,443,889,6,0
192.168.1.27,93.184.216.34,65324,53,4492,6,0
192.168.1.32,172.16.0.20,45683,8080,1139,6,1
10.0.0.119,172.16.0.10,63257,33901,46,6,1
192.168.1.43,172.16.0.10,18048,8080,1239,6,1
10.0.0.112,93.184.216.34,26708,443,933,6,1
10.0.0.110,172.16.0.30,43007,80,1024,6,1
192.168.1.37,1.1.1.1,20303,80,239,6,1
192.168.1.45,8.8.8.8,36266,80,434,6,1
10.0.0.112,172.16.0.20,42005,8080,283,6,1
192.168.1.21,172.16.0.30,40967,80,3233,6,0
10.0.0.101,172.16.0.10,21007,8080,441,6,1
192.168.1.15,151.101.1.69,37351,25,436,6,0
192.168.1.35,172.16.0.30,59199,8080,1411,6,1
192.168.1.33,1.1.1.1,34271,443,163,17,1
192.168.1.29,8.8.8.8,19993,22,2787,6,0
192.168.1.29,172.16.0.10,4006,22,546,6,0
10.0.0.100,1.1.1.1,62732,11501,49,6,1
10.0.0.118,172.16.0.30,7565,80,426,17,1
10.0.0.112,1.1.1.1,62764,64301,67,6,1
192.168.1.39,1.1.1.1,56948,21,4058,6,0
192.168.1.26,104.244.42.1,7072,80,3569,6,0
10.0.0.108,1.1.1.1,3327,80,1858,6,1
10.0.0.108,172.16.0.20,57958,12901,86,6,1
192.168.1.47,172.16.0.10,64769,443,474,17,1
192.168.1.42,172.16.0.10,43614,53,4564,6,0
192.168.1.23,172.16.0.30,59801,80,94,6,1
192.168.1.15,104.244.42.1,22867,21,2730,6,0
192.168.1.21,1.1.1.1,29569,21,4953,6,0
192.168.1.24,172.16.0.30,35281,80,64,17,1
192.168.1.18,172.16.0.10,10899,80,530,6,1
192.168.1.40,8.8.8.8,23939,21,2600,6,0
10.0.0.113,8.8.8.8,54361,5701,44,6,1
10.0.0.118,1.1.1.1,13411,8080,511,6,1
192.168.1.32,1.1.1.1,1308,443,281,6,1
192.168.1.40,1.1.1.1,12015,443,380,6,1
192.168.1.48,172.16.0.30,25404,22,3736,6,0
192.168.1.42,104.244.42.1,57457,80,998,6,0
192.168.1.41,172.16.0.10,10433,53,2486,6,0
192.168.1.34,172.16.0.20,47758,443,702,6,0
192.168.1.16,93.184.216.34,43368,25,1513,6,0
192.168.1.27,172.16.0.30,31861,80,37,17,1
10.0.0.109,172.16.0.10,21430,80,2711,6,1
192.168.1.29,1.1.1.1,34272,22,707,6,0
192.168.1.35,172.16.0.20,49901,22,2881,6,0
10.0.0.106,8.8.8.8,65191,26801,73,6,1
192.168.1.11,172.16.0.20,28538,21,3816,6,0
192.168.1.25,172.16.0.20,7440,25,514,6,0
10.0.0.115,8.8.8.8,33771,22,216,6,1
192.168.1.29,151.101.1.69,46716,21,2522,6,0
10.0.0.101,172.16.0.20,50590,9501,98,6,1
192.168.1.19,8.8.8.8,27736,21,2810,6,0
192.168.1.15,8.8.8.8,25975,53,1488,6,0
10.0.0.112,172.16.0.10,56936,33901,43,6,1
192.168.1.27,172.16.0.10,16841,80,3429,6,0
192.168.1.26,93.184.216.34,40820,25,1038,6,0
192.168.1.32,93.184.216.34,7761,443,1299,6,0
192.168.1.20,172.16.0.10,45463,25,3689,6,0
192.168.1.44,172.16.0.30,52444,443,3974,6,0
192.168.1.40,172.16.0.20,64234,80,4608,6,0
10.0.0.102,172.16.0.20,59036,2701,53,6,1
192.168.1.41,104.244.42.1,49046,443,2985,6,0
10.0.0.112,172.16.0.30,44288,8080,451,6,1
10.0.0.102,8.8.8.8,64051,37701,100,6,1
